"Alkuaika UTC","Lopetusaika UTC","Alkuaika UTC+02:00","Lopetusaika UTC+02:00","Sähkönkulutus Suomessa"
"2018-06-30 07:00:00","2018-06-30 08:00:00","2018-06-30 09:00:00","2018-06-30 10:00:00","8143.0"
"2018-06-30 08:00:00","2018-06-30 09:00:00","2018-06-30 10:00:00","2018-06-30 11:00:00","8261.0"
"2018-06-30 09:00:00","2018-06-30 10:00:00","2018-06-30 11:00:00","2018-06-30 12:00:00","8260.0"
"2018-06-30 10:00:00","2018-06-30 11:00:00","2018-06-30 12:00:00","2018-06-30 13:00:00","8249.0"
"2018-06-30 11:00:00","2018-06-30 12:00:00","2018-06-30 13:00:00","2018-06-30 14:00:00","8204.0"
"2018-06-30 12:00:00","2018-06-30 13:00:00","2018-06-30 14:00:00","2018-06-30 15:00:00","8184.0"
"2018-06-30 13:00:00","2018-06-30 14:00:00","2018-06-30 15:00:00","2018-06-30 16:00:00","8248.0"
"2018-06-30 14:00:00","2018-06-30 15:00:00","2018-06-30 16:00:00","2018-06-30 17:00:00","8312.0"
"2018-06-30 15:00:00","2018-06-30 16:00:00","2018-06-30 17:00:00","2018-06-30 18:00:00","8363.0"
"2018-06-30 16:00:00","2018-06-30 17:00:00","2018-06-30 18:00:00","2018-06-30 19:00:00","8541.0"
"2018-06-30 17:00:00","2018-06-30 18:00:00","2018-06-30 19:00:00","2018-06-30 20:00:00","8410.0"
"2018-06-30 18:00:00","2018-06-30 19:00:00","2018-06-30 20:00:00","2018-06-30 21:00:00","8126.0"
"2018-06-30 19:00:00","2018-06-30 20:00:00","2018-06-30 21:00:00","2018-06-30 22:00:00","8256.0"
"2018-06-30 20:00:00","2018-06-30 21:00:00","2018-06-30 22:00:00","2018-06-30 23:00:00","8136.0"
"2018-06-30 21:00:00","2018-06-30 22:00:00","2018-06-30 23:00:00","2018-07-01 00:00:00","7825.0"
